,order_number,order_date,ship_date,customer_name,channel,warehouse_code,suburb,product,order_quantity,city,unit_price,unit_cost,revenue
7137,SO - 0003150,2019-08-22,2019-08-26,U.S. Ltd,Wholesale,NXH382,Napier South,Product 11,11,Napier,2847.5,1822.4,11276.099999999999
7138,SO - 0003507,2019-08-22,2019-08-28,"3LAB, Ltd",Distributor,NXH382,Milson,Product 7,6,Palmerston North,1112.2,556.1,3336.6000000000004
7139,SO - 0004553,2019-08-22,2019-08-26,Mylan Corp,Wholesale,NXH382,Ngatea,Product 11,6,Hauraki,238.989,102.76527,817.3423799999999
7140,SO - 0007015,2019-08-22,2019-09-01,Qualitest ,Wholesale,NXH382,Parahaki,Product 1,10,Whangarei,1139.0,911.2,2277.9999999999995
7141,SO - 000429,2019-08-23,2019-09-06,Capweld ,Distributor,NXH382,Bay View,Product 1,9,Napier,1782.602,944.7790600000001,7540.40646
7142,SO - 000703,2019-08-23,2019-09-10,S.S.S. Group,Wholesale,NXH382,Opaheke,Product 2,11,Papakura,116.58,54.7926,679.6614
7143,SO - 0001880,2019-08-23,2019-09-04,Procter Corp,Wholesale,NXH382,Te Kuiti,Product 14,7,Waitomo,1125.6,911.7360000000001,1497.0479999999986
7144,SO - 0001916,2019-08-23,2019-09-10,"PEDIFIX, Corp",Wholesale,NXH382,Cannons Creek,Product 13,8,Porirua,643.1999999999999,353.76,2315.5199999999995
7145,SO - 0002465,2019-08-23,2019-09-08,Uriel Group,Wholesale,NXH382,Caversham,Product 7,10,Dunedin,651.24,351.66960000000006,2995.7039999999997
7146,SO - 0003120,2019-08-23,2019-09-05,Avon Corp,Distributor,NXH382,Favona,Product 13,9,Manukau,746.112,462.58943999999997,2551.70304
7147,SO - 0003461,2019-08-23,2019-09-10,"Apotheca, Ltd",Wholesale,NXH382,Farm Cove,Product 1,9,Manukau,4147.568,2695.9192000000003,13064.839199999999
7148,SO - 0004033,2019-08-23,2019-09-02,Pacific Ltd,Wholesale,NXH382,Dannemora,Product 1,9,Manukau,663.3,391.347,2447.5769999999998
7149,SO - 0004056,2019-08-23,2019-08-26,Procter Corp,Wholesale,NXH382,New Lynn,Product 12,10,Waitakere,3501.4199999999996,1960.7952,15406.247999999996
7150,SO - 0005480,2019-08-23,2019-08-27,21st Ltd,Wholesale,NXH382,Turangi,Product 3,5,Taupo,2686.7000000000003,2122.4930000000004,2821.0349999999994
7151,SO - 0006076,2019-08-23,2019-08-29,ETUDE Ltd,Wholesale,NXH382,Putaruru,Product 7,8,South Waikato,1097.46,603.6030000000001,3950.8559999999998
7152,SO - 0007589,2019-08-23,2019-09-04,Linde ,Export,NXH382,Maraenui,Product 1,11,Napier,234.5,157.115,851.2349999999999
7153,SO - 0001158,2019-08-24,2019-09-10,U.S. Ltd,Export,NXH382,Pleasant Point,Product 9,10,Timaru,679.38,523.1225999999999,1562.5740000000008
7154,SO - 0002302,2019-08-24,2019-09-09,Prasco Group,Export,NXH382,Whangamata,Product 5,5,Thames-Coromandel,144.72,66.5712,390.74399999999997
7155,SO - 0002636,2019-08-24,2019-09-01,Ascend Ltd,Wholesale,NXH382,Ngapuna,Product 2,9,Rotorua,1085.3999999999999,683.802,3614.3819999999987
7156,SO - 0004688,2019-08-24,2019-09-09,"Apotheca, Ltd",Wholesale,NXH382,Barrington,Product 7,8,Christchurch,623.1,380.091,1944.0720000000001
7157,SO - 0005049,2019-08-24,2019-09-10,Ole Group,Export,NXH382,Hunterville,Product 11,10,Rangitikei,2005.98,1344.0066000000002,6619.733999999999
7158,SO - 0006635,2019-08-24,2019-09-06,Eminence Corp,Distributor,NXH382,Opawa,Product 7,6,Christchurch,590.9399999999999,449.1144,850.9535999999997
7159,SO - 0006751,2019-08-24,2019-08-29,Procter Corp,Distributor,NXH382,Epsom,Product 1,6,Auckland,1246.2,710.334,3215.196000000001
7160,SO - 000845,2019-08-25,2019-09-12,Uriel Group,Export,NXH382,Taupo,Product 9,8,Taupo,156.78,70.551,689.832
7161,SO - 0001006,2019-08-25,2019-09-10,Ascend Ltd,Distributor,NXH382,Stewart Island,Product 5,12,Southland,1775.5,923.26,10226.880000000001
7162,SO - 0004536,2019-08-25,2019-08-28,Weimei Corp,Wholesale,NXH382,Sandringham,Product 11,10,Auckland,160.79999999999998,112.55999999999999,482.4
7163,SO - 0007742,2019-08-25,2019-08-30,AuroMedics Corp,Distributor,NXH382,Cambridge,Product 9,9,Waipa,7433.3820000000005,3196.35426,38133.24966
7164,SO - 000727,2019-08-26,2019-09-03,Rochester Ltd,Distributor,NXH382,Cambridge,Product 1,5,Waipa,2170.7999999999997,1497.8519999999996,3364.7400000000007
7165,SO - 000873,2019-08-26,2019-09-04,S.S.S. Group,Export,NXH382,Parahaki,Product 7,11,Whangarei,1659.4560000000001,896.1062400000001,8396.84736
7166,SO - 0001595,2019-08-26,2019-09-11,Weimei Corp,Wholesale,NXH382,Matua,Product 5,12,Tauranga,586.92,322.80600000000004,3169.367999999999
7167,SO - 0002173,2019-08-26,2019-09-12,Prasco Group,Distributor,NXH382,Palmerston North,Product 11,6,Palmerston North,1065.3,607.2209999999999,2748.474
7168,SO - 0003232,2019-08-26,2019-09-10,Llorens Ltd,Export,NXH382,Aramoho,Product 1,5,Wanganui,8051.457,5797.04904,11272.039800000002
7169,SO - 0004070,2019-08-26,2019-09-03,"PEDIFIX, Corp",Distributor,NXH382,Tapanui,Product 2,6,Clutha,2646.5,1243.855,8415.869999999999
7170,SO - 0005490,2019-08-26,2019-08-29,Pure Group,Distributor,NXH382,Grafton,Product 2,8,Auckland,4771.539,2958.3541800000003,14505.478559999996
7171,SO - 0006499,2019-08-26,2019-09-03,Winthrop ,Wholesale,NXH382,Bay View,Product 1,5,Napier,2070.2999999999997,1035.1499999999999,5175.749999999999
7172,SO - 0006571,2019-08-26,2019-09-05,Ohio ,Distributor,NXH382,Takaro,Product 1,11,Palmerston North,4886.913,2981.01693,20964.85677
7173,SO - 0007706,2019-08-26,2019-09-09,"3LAB, Ltd",Export,NXH382,Dannemora,Product 2,6,Manukau,916.1580000000001,613.8258600000001,1813.99284
7174,SO - 000492,2019-08-27,2019-08-31,Qualitest ,Distributor,FLR025,Grafton,Product 13,11,Auckland,167.232,85.28832,901.38048
7175,SO - 0001316,2019-08-27,2019-08-31,New Ltd,Wholesale,FLR025,Brightwater,Product 4,9,Tasman,1431.1200000000001,615.3816,7341.645600000001
7176,SO - 0002451,2019-08-27,2019-09-12,"PEDIFIX, Corp",Wholesale,FLR025,Raglan,Product 5,6,Waikato,3946.3,2012.613,11602.122000000001
7177,SO - 0003210,2019-08-27,2019-09-01,Pacific Ltd,Wholesale,FLR025,Oamaru North,Product 11,12,Waitaki,651.24,384.23159999999996,3204.1008000000006
7178,SO - 0004207,2019-08-27,2019-08-31,Medsep Group,Wholesale,FLR025,Okitu,Product 13,9,Gisborne,1204.928,795.2524800000001,3687.07968
7179,SO - 0004526,2019-08-27,2019-09-10,Prasco Group,Export,FLR025,Raglan,Product 7,5,Waikato,2395.92,1581.3072,4073.0640000000003
7180,SO - 0005718,2019-08-27,2019-09-12,Medline ,Wholesale,NXH382,Opaheke,Product 7,7,Papakura,442.2,212.256,1609.608
7181,SO - 0006069,2019-08-27,2019-08-31,Capweld ,Distributor,FLR025,Takaro,Product 2,10,Palmerston North,1326.6,543.906,7826.94
7182,SO - 0003065,2019-08-28,2019-09-05,Victory Ltd,Wholesale,FLR025,Harrowfield,Product 7,5,Hamilton,2194.92,1668.1392000000003,2633.9039999999986
7183,SO - 0007186,2019-08-28,2019-09-11,Weimei Corp,Distributor,FLR025,Riverside,Product 2,6,Whangarei,1350.72,904.9824000000002,2674.4255999999987
7184,SO - 0007355,2019-08-28,2019-09-06,Weimei Corp,Wholesale,FLR025,Ngapuna,Product 1,11,Rotorua,2349.824,1574.38208,8529.86112
7185,SO - 0007710,2019-08-28,2019-09-03,Ei ,Distributor,FLR025,Tapanui,Product 11,9,Clutha,2443.088,2027.7630400000003,3737.9246399999993
7186,SO - 000765,2019-08-29,2019-09-10,Dharma Ltd,Distributor,FLR025,Onekawa Industrial,Product 2,10,Napier,1976.5,1581.2,3952.9999999999995
7187,SO - 0001239,2019-08-29,2019-09-08,Qualitest ,Wholesale,FLR025,Titirangi,Product 1,7,Waitakere,857.6,668.928,1320.7040000000002
7188,SO - 0003781,2019-08-29,2019-09-08,OUR Ltd,Wholesale,FLR025,Regent,Product 11,12,Whangarei,2505.8,1553.596,11426.448000000002
7189,SO - 0003891,2019-08-29,2019-09-01,Ole Group,Distributor,FLR025,Ebdentown,Product 7,10,Upper Hutt,3388.86,2744.9766,6438.834000000002
7190,SO - 0005057,2019-08-29,2019-09-13,"Elorac, Corp",Distributor,FLR025,Barrington,Product 7,5,Christchurch,2435.584,1047.3011199999999,6941.4144
7191,SO - 0006842,2019-08-29,2019-09-08,21st Ltd,Distributor,FLR025,Manurewa East,Product 2,9,Manukau,3662.22,1831.11,16479.989999999998
7192,SO - 000352,2019-08-30,2019-09-13,"Elorac, Corp",Wholesale,FLR025,Eketahuna,Product 13,8,Tararua,1579.86,1090.1033999999997,3918.0528000000013
7193,SO - 000474,2019-08-30,2019-09-12,21st Ltd,Export,FLR025,Takaro,Product 7,10,Palmerston North,2599.3320000000003,1663.5724800000003,9357.5952
7194,SO - 0001122,2019-08-30,2019-09-04,"PEDIFIX, Corp",Wholesale,FLR025,Bay View,Product 11,12,Napier,1097.46,713.349,4609.332
7195,SO - 0001544,2019-08-30,2019-09-03,Rochester Ltd,Wholesale,FLR025,Sandringham,Product 11,5,Auckland,6499.0,4744.2699999999995,8773.650000000001
7196,SO - 0002297,2019-08-30,2019-09-08,Medline ,Wholesale,FLR025,Turangi,Product 2,5,Taupo,1788.9,1377.4530000000002,2057.2349999999997
7197,SO - 0003328,2019-08-30,2019-09-07,Avon Corp,Distributor,FLR025,Birkdale,Product 2,10,North Shore,660.352,336.77952,3235.7248
7198,SO - 0004010,2019-08-30,2019-09-09,Niconovum Corp,Wholesale,FLR025,Parahaki,Product 8,6,Whangarei,679.38,543.504,815.2559999999999
7199,SO - 0005378,2019-08-30,2019-09-14,Victory Ltd,Export,FLR025,Riverside,Product 7,11,Whangarei,3634.08,3088.968,5996.232000000001
7200,SO - 0007071,2019-08-30,2019-09-13,Ei ,Export,FLR025,Algies Bay,Product 1,8,Rodney,897.8000000000001,763.13,1077.3600000000006
7201,SO - 0001295,2019-08-31,2019-09-10,Pure Group,Wholesale,FLR025,Hunterville,Product 14,12,Rangitikei,1590.8480000000002,779.5155200000002,9735.98976
7202,SO - 0001786,2019-08-31,2019-09-15,"3LAB, Ltd",Distributor,FLR025,Kaiapoi,Product 5,5,Waimakariri,1159.1000000000001,915.6890000000002,1217.0549999999998
7203,SO - 0002436,2019-08-31,2019-09-13,New Ltd,Distributor,FLR025,Kawakawa,Product 9,11,Far North,2315.52,1041.984,14008.896
7204,SO - 0002873,2019-08-31,2019-09-14,Ascend Ltd,Wholesale,FLR025,Taupo,Product 4,11,Taupo,116.58,94.4298,243.6522
7205,SO - 0003469,2019-08-31,2019-09-11,OUR Ltd,Wholesale,FLR025,Birkdale,Product 7,9,North Shore,1025.1000000000001,481.797,4889.727000000001
7206,SO - 0003936,2019-08-31,2019-09-14,Capweld ,Wholesale,FLR025,Ebdentown,Product 1,10,Upper Hutt,1201.98,769.2672,4327.128000000001
7207,SO - 0006023,2019-08-31,2019-09-11,Capweld ,Wholesale,FLR025,Opawa,Product 1,10,Christchurch,2407.98,1613.3466,7946.333999999999
7208,SO - 0007468,2019-08-31,2019-09-12,Wuxi Group,Distributor,FLR025,Tapanui,Product 11,6,Clutha,2592.9,2100.2490000000003,2955.905999999999
7209,SO - 0007921,2019-08-31,2019-09-15,Burt's Corp,Export,FLR025,Frimley,Product 2,7,Hastings,6413.106000000001,3719.6014800000003,18854.53164
7210,SO - 000410,2019-09-01,2019-09-12,Ohio ,Wholesale,FLR025,Tokoroa,Product 3,11,South Waikato,3966.4,2340.176,17888.464
7211,SO - 000587,2019-09-01,2019-09-18,AuroMedics Corp,Wholesale,FLR025,Opawa,Product 7,10,Christchurch,3573.78,2644.5972,9291.828000000001
7212,SO - 0002176,2019-09-01,2019-09-18,Winthrop ,Distributor,FLR025,Takaro,Product 9,9,Palmerston North,2485.7000000000003,1242.8500000000001,11185.650000000001
7213,SO - 0002714,2019-09-01,2019-09-11,Eminence Corp,Export,FLR025,Raglan,Product 7,7,Waikato,3966.4,3212.784,5275.312
7214,SO - 0004377,2019-09-01,2019-09-06,U.S. Ltd,Wholesale,FLR025,Turangi,Product 5,10,Taupo,241.20000000000002,132.66000000000003,1085.3999999999999
7215,SO - 0005379,2019-09-01,2019-09-16,Dharma Ltd,Export,FLR025,Harrowfield,Product 7,11,Hamilton,1420.4,880.648,5937.272000000001
7216,SO - 0006169,2019-09-01,2019-09-06,Pure Group,Wholesale,FLR025,Frimley,Product 7,12,Hastings,887.75,665.8125,2663.25
7217,SO - 0006196,2019-09-01,2019-09-17,Medsep Group,Wholesale,FLR025,Saint Kilda,Product 11,10,Dunedin,1996.6000000000001,1277.824,7187.76
7218,SO - 0006396,2019-09-01,2019-09-18,Victory Ltd,Wholesale,FLR025,Highbury,Product 7,6,Palmerston North,3224.5760000000005,2160.4659200000006,6384.66048
7219,SO - 0007400,2019-09-01,2019-09-04,WakeFern ,Wholesale,FLR025,Parahaki,Product 2,6,Whangarei,3899.4,2612.5980000000004,7720.811999999998
7220,SO - 000171,2019-09-02,2019-09-18,ETUDE Ltd,Wholesale,FLR025,Queenwood,Product 7,9,Hamilton,1078.7,506.989,5145.399
7221,SO - 0001283,2019-09-02,2019-09-17,Ascend Ltd,Wholesale,FLR025,Nightcaps,Product 11,10,Southland,2224.4,1801.7640000000001,4226.36
7222,SO - 0001807,2019-09-02,2019-09-13,Burt's Corp,Wholesale,FLR025,Redwood,Product 1,8,Christchurch,3195.9,2524.761,5369.112000000001
7223,SO - 0003719,2019-09-02,2019-09-15,Llorens Ltd,Distributor,FLR025,Putaruru,Product 2,7,South Waikato,1855.9,1447.602,2858.0860000000002
7224,SO - 0005525,2019-09-02,2019-09-16,"3LAB, Ltd",Wholesale,FLR025,Kingsland,Product 2,8,Auckland,132.66,104.8014,222.86879999999996
7225,SO - 0005549,2019-09-02,2019-09-08,Uriel Group,Export,FLR025,Tapanui,Product 2,5,Clutha,167.5,85.425,410.375
7226,SO - 0005684,2019-09-02,2019-09-20,Apollo Ltd,Distributor,FLR025,Otamatea,Product 1,10,Wanganui,1760.76,774.7343999999999,9860.256000000001
7227,SO - 0001208,2019-09-03,2019-09-13,Procter Corp,Distributor,FLR025,Te Kuiti,Product 5,5,Waitomo,1161.78,766.7748,1975.0259999999998
7228,SO - 0002464,2019-09-03,2019-09-08,Ohio ,Wholesale,FLR025,Opaheke,Product 11,8,Papakura,699.4799999999999,482.6411999999999,1734.7104
7229,SO - 0002682,2019-09-03,2019-09-13,"Elorac, Corp",Distributor,FLR025,Regent,Product 11,6,Whangarei,1008.484,544.58136,2783.41584
7230,SO - 0005000,2019-09-03,2019-09-19,Ohio ,Wholesale,FLR025,Georgetown,Product 1,7,Invercargill,2514.108,1055.9253600000002,10207.27848
7231,SO - 0007222,2019-09-03,2019-09-07,Niconovum Corp,Distributor,FLR025,Titirangi,Product 5,6,Waitakere,728.96,349.9008,2274.3552
7232,SO - 0007319,2019-09-03,2019-09-14,Llorens Ltd,Distributor,FLR025,Otamatea,Product 11,11,Wanganui,3642.12,2221.6931999999997,15624.694800000001
7233,SO - 0002635,2019-09-04,2019-09-08,Ohio ,Wholesale,FLR025,Taupo,Product 5,12,Taupo,1318.56,646.0944,8069.5872
7234,SO - 0002729,2019-09-04,2019-09-08,Ohio ,Distributor,FLR025,Georgetown,Product 13,8,Invercargill,2525.9,1995.4610000000002,4243.511999999999
7235,SO - 0003897,2019-09-04,2019-09-21,Mylan Corp,Export,FLR025,Nightcaps,Product 11,9,Southland,1098.8,670.2679999999999,3856.7880000000005
7236,SO - 0003971,2019-09-04,2019-09-13,21st Ltd,Wholesale,FLR025,Opawa,Product 10,5,Christchurch,184.65200000000002,142.18204000000003,212.34979999999993
7237,SO - 0005550,2019-09-04,2019-09-08,"3LAB, Ltd",Export,FLR025,Titirangi,Product 2,5,Waitakere,1098.8,516.4359999999999,2911.82
7238,SO - 0006314,2019-09-04,2019-09-18,Uriel Group,Distributor,FLR025,Waimate,Product 13,9,Waimate,2010.0,884.4,10130.4
7239,SO - 0006386,2019-09-04,2019-09-22,Wuxi Group,Wholesale,FLR025,Opawa,Product 9,9,Christchurch,1045.2,794.352,2257.6320000000005
7240,SO - 0007912,2019-09-04,2019-09-10,Medline ,Distributor,FLR025,Dinsdale,Product 8,7,Hamilton,1394.94,864.8628,3710.5404000000003
7241,SO - 000651,2019-09-05,2019-09-14,Llorens Ltd,Distributor,FLR025,Raglan,Product 1,10,Waikato,1788.9,1216.4520000000002,5724.479999999999
7242,SO - 0001552,2019-09-05,2019-09-11,Prasco Group,Distributor,FLR025,Ranfurly,Product 13,12,Central Otago,160.79999999999998,117.38399999999999,520.992
7243,SO - 0003200,2019-09-05,2019-09-09,Qualitest ,Wholesale,FLR025,Aramoho,Product 9,7,Wanganui,1058.6000000000001,868.052,1333.8360000000007
7244,SO - 0004360,2019-09-05,2019-09-14,Nipro ,Wholesale,FLR025,Caversham,Product 10,5,Dunedin,1150.5240000000001,540.7462800000001,3048.8886
7245,SO - 0005131,2019-09-05,2019-09-21,Uriel Group,Distributor,FLR025,Timberlea,Product 11,8,Upper Hutt,3238.5120000000006,2364.1137600000006,6995.18592
7246,SO - 0005735,2019-09-05,2019-09-10,OHTA'S Corp,Export,FLR025,Onekawa Industrial,Product 2,10,Napier,651.24,481.9176,1693.2240000000002
7247,SO - 0006742,2019-09-05,2019-09-13,Niconovum Corp,Distributor,FLR025,Cannons Creek,Product 11,12,Porirua,1338.6599999999999,1057.5413999999998,3373.4232
7248,SO - 0006746,2019-09-05,2019-09-15,Ole Group,Export,FLR025,Milson,Product 11,6,Palmerston North,6291.3,3837.693,14721.642
7249,SO - 000390,2019-09-06,2019-09-17,Winthrop ,Distributor,FLR025,Otaki Beach,Product 13,5,Kapiti Coast,1721.9,1377.5200000000002,1721.8999999999994
7250,SO - 000633,2019-09-06,2019-09-13,AuroMedics Corp,Wholesale,FLR025,Ranfurly,Product 10,5,Central Otago,140.7,108.339,161.80499999999995
7251,SO - 0001358,2019-09-06,2019-09-21,Procter Corp,Wholesale,FLR025,Otamatea,Product 14,8,Wanganui,923.26,637.0494,2289.6848
7252,SO - 0002097,2019-09-06,2019-09-14,Victory Ltd,Distributor,FLR025,Wanaka,Product 9,6,Queenstown-Lakes,120.6,54.27,397.9799999999999
7253,SO - 0002415,2019-09-06,2019-09-18,Nipro ,Distributor,FLR025,Titirangi,Product 2,9,Waitakere,1061.28,636.7679999999999,3820.6080000000006
7254,SO - 0002720,2019-09-06,2019-09-13,Niconovum Corp,Distributor,FLR025,Highbury,Product 5,6,Palmerston North,2343.66,1898.3646,2671.7723999999985
7255,SO - 0003812,2019-09-06,2019-09-13,Medline ,Distributor,FLR025,Tapanui,Product 7,6,Clutha,137.216,93.30688,263.45472
7256,SO - 0006947,2019-09-06,2019-09-19,Dharma Ltd,Wholesale,FLR025,Okitu,Product 6,9,Gisborne,6056.8,2846.696,28890.936
7257,SO - 0001997,2019-09-07,2019-09-11,Avon Corp,Distributor,FLR025,Kaiapoi,Product 11,11,Waimakariri,1206.0,518.5799999999999,7561.620000000001
7258,SO - 0003051,2019-09-07,2019-09-15,S.S.S. Group,Wholesale,FLR025,Hamilton East,Product 11,5,Hamilton,3264.2400000000002,1436.2656000000002,9139.872
7259,SO - 0004281,2019-09-07,2019-09-19,ETUDE Ltd,Distributor,FLR025,Cashmere,Product 10,7,Christchurch,3932.9,1769.805,15141.665
7260,SO - 0004392,2019-09-07,2019-09-20,OUR Ltd,Wholesale,FLR025,Opaheke,Product 9,12,Papakura,1113.54,890.8320000000001,2672.4959999999983
7261,SO - 0004550,2019-09-07,2019-09-23,Mylan Corp,Wholesale,FLR025,Sandringham,Product 2,10,Auckland,5045.1,2573.001,24720.99
7262,SO - 0005514,2019-09-07,2019-09-21,AuroMedics Corp,Distributor,FLR025,Saint Kilda,Product 2,6,Dunedin,2299.44,1862.5464,2621.3616000000006
7263,SO - 0005605,2019-09-07,2019-09-19,Weimei Corp,Wholesale,FLR025,Chartwell,Product 7,9,Hamilton,502.5,336.675,1492.425
7264,SO - 0007759,2019-09-07,2019-09-10,Ole Group,Wholesale,FLR025,Birkdale,Product 5,5,North Shore,220.16200000000003,154.1134,330.2430000000001
7265,SO - 000135,2019-09-08,2019-09-25,WakeFern ,Wholesale,FLR025,Northcote,Product 13,5,North Shore,1642.304,1051.07456,2956.1472000000003
7266,SO - 0001322,2019-09-08,2019-09-17,Medline ,Wholesale,FLR025,Takaro,Product 2,12,Palmerston North,207.70000000000002,137.08200000000002,847.4159999999999
7267,SO - 0004683,2019-09-08,2019-09-15,Procter Corp,Distributor,FLR025,Stewart Island,Product 7,6,Southland,1876.0,1331.96,3264.24
7268,SO - 0005680,2019-09-08,2019-09-18,Niconovum Corp,Wholesale,FLR025,Henderson,Product 11,6,Waitakere,1132.032,701.85984,2581.0329599999995
7269,SO - 0005696,2019-09-08,2019-09-11,Ole Group,Wholesale,FLR025,Te Atatu Peninsula,Product 11,11,Waitakere,1815.7,1434.403,4194.267
7270,SO - 0006289,2019-09-08,2019-09-16,Capweld ,Wholesale,FLR025,Pleasant Point,Product 14,10,Timaru,5138.900000000001,4162.509000000001,9763.909999999996
7271,SO - 0006958,2019-09-08,2019-09-23,Medline ,Wholesale,FLR025,Stewart Island,Product 11,11,Southland,3497.4,2518.128,10771.991999999998
7272,SO - 0001381,2019-09-09,2019-09-14,S.S.S. Group,Distributor,FLR025,Palmerston North,Product 1,10,Palmerston North,269.87600000000003,132.23924,1376.3676000000005
7273,SO - 0002167,2019-09-09,2019-09-14,Avon Corp,Wholesale,FLR025,Wanaka,Product 7,12,Queenstown-Lakes,207.70000000000002,116.31200000000003,1096.656
7274,SO - 0004695,2019-09-09,2019-09-20,Dharma Ltd,Distributor,FLR025,Cashmere,Product 7,8,Christchurch,120.6,63.918,453.45599999999996
7275,SO - 0006688,2019-09-09,2019-09-26,21st Ltd,Wholesale,FLR025,Tokoroa,Product 13,8,South Waikato,128.64000000000001,55.3152,586.5984000000001
7276,SO - 0001079,2019-09-10,2019-09-28,New Ltd,Wholesale,FLR025,Putaruru,Product 7,11,South Waikato,1065.3,660.4860000000001,4452.953999999998
7277,SO - 0002099,2019-09-10,2019-09-23,OHTA'S Corp,Export,FLR025,Stewart Island,Product 11,7,Southland,703.232,597.7471999999999,738.3936000000004
7278,SO - 0002684,2019-09-10,2019-09-26,"Fenwal, Corp",Wholesale,FLR025,Grafton,Product 7,5,Auckland,1451.22,972.3174000000001,2394.5129999999995
7279,SO - 0004719,2019-09-10,2019-09-25,Trigen ,Wholesale,FLR025,Aramoho,Product 11,9,Wanganui,659.28,487.86719999999997,1542.7152
7280,SO - 0005623,2019-09-10,2019-09-24,OUR Ltd,Wholesale,FLR025,Henderson,Product 2,12,Waitakere,128.64000000000001,106.7712,262.42560000000026
7281,SO - 0005966,2019-09-10,2019-09-28,Medline ,Export,FLR025,Putaruru,Product 7,8,South Waikato,1903.3360000000002,818.4344800000001,8679.212160000001
7282,SO - 0006867,2019-09-10,2019-09-25,Ascend Ltd,Wholesale,FLR025,Ngapuna,Product 5,8,Rotorua,3899.4,2573.6040000000003,10606.367999999999
7283,SO - 0007419,2019-09-10,2019-09-17,AuroMedics Corp,Wholesale,FLR025,Port Taranaki,Product 7,6,New Plymouth,430.14,305.39939999999996,748.4436000000002
7284,SO - 0007441,2019-09-10,2019-09-28,AuroMedics Corp,Wholesale,FLR025,Chartwell,Product 10,6,Hamilton,1882.7,1581.468,1807.3919999999998
7285,SO - 0007515,2019-09-10,2019-09-15,Rochester Ltd,Wholesale,FLR025,Te Kuiti,Product 3,6,Waitomo,1069.32,630.8988,2630.5271999999995
7286,SO - 0007614,2019-09-10,2019-09-19,Select ,Wholesale,FLR025,Ebdentown,Product 10,11,Upper Hutt,128.64,75.8976,580.1663999999998
7287,SO - 000183,2019-09-11,2019-09-21,E. Ltd,Export,FLR025,Chartwell,Product 13,5,Hamilton,3387.6540000000005,1930.9627799999998,7283.456100000003
7288,SO - 0001091,2019-09-11,2019-09-21,Pacific Ltd,Wholesale,FLR025,Favona,Product 1,5,Manukau,180.9,151.956,144.72000000000008
7289,SO - 0001897,2019-09-11,2019-09-17,O.E. Ltd,Wholesale,FLR025,Bay View,Product 5,6,Napier,951.6680000000001,551.9674400000001,2398.20336
7290,SO - 0002904,2019-09-11,2019-09-22,Llorens Ltd,Wholesale,FLR025,Raglan,Product 1,6,Waikato,1105.5,541.6949999999999,3382.8300000000004
7291,SO - 0005741,2019-09-11,2019-09-20,"Exact-Rx, Corp",Wholesale,FLR025,Eketahuna,Product 10,9,Tararua,2407.98,1324.389,9752.319000000001
7292,SO - 0006502,2019-09-11,2019-09-24,Qualitest ,Distributor,FLR025,Manurewa East,Product 5,6,Manukau,615.0600000000001,418.24080000000004,1180.9152000000001
7293,SO - 0006874,2019-09-11,2019-09-17,Medline ,Distributor,FLR025,Rototuna,Product 13,10,Hamilton,1723.776,1223.8809600000002,4998.950399999999
7294,SO - 0006215,2019-09-12,2019-09-29,Linde ,Distributor,FLR025,Cashmere,Product 5,10,Christchurch,2131.136,1598.352,5327.839999999998
7295,SO - 0006731,2019-09-12,2019-09-22,Victory Ltd,Wholesale,FLR025,Otamatea,Product 8,8,Wanganui,1491.42,700.9674,6323.620800000001
7296,SO - 0006782,2019-09-12,2019-09-20,Amylin Group,Export,FLR025,New Lynn,Product 1,7,Waitakere,6164.536000000001,5116.564880000001,7335.797840000001
7297,SO - 000187,2019-09-13,2019-09-19,Niconovum Corp,Wholesale,FLR025,Eketahuna,Product 2,5,Tararua,570.304,404.91584000000006,826.9407999999996
7298,SO - 0002443,2019-09-13,2019-09-27,"Fenwal, Corp",Wholesale,FLR025,Takaro,Product 1,7,Palmerston North,162.944,107.54304,387.80671999999987
7299,SO - 0002890,2019-09-13,2019-09-28,ETUDE Ltd,Distributor,FLR025,Highbury,Product 13,11,Palmerston North,619.0799999999999,408.5928,2315.359199999999
7300,SO - 0002906,2019-09-13,2019-09-29,OUR Ltd,Wholesale,FLR025,Chartwell,Product 13,5,Hamilton,104.52000000000001,70.0284,172.45800000000003
7301,SO - 0005422,2019-09-13,2019-09-16,Ei ,Export,FLR025,Cashmere,Product 2,8,Christchurch,594.96,380.7744,1713.4848000000002
7302,SO - 0005485,2019-09-13,2019-09-23,Mylan Corp,Wholesale,FLR025,Matua,Product 8,7,Tauranga,201.0,118.58999999999999,576.8700000000001
7303,SO - 0006319,2019-09-13,2019-09-18,Apollo Ltd,Distributor,FLR025,Pukekohe,Product 11,11,Franklin,2741.3720000000003,2083.4427200000005,7237.222079999998
7304,SO - 0007253,2019-09-13,2019-09-16,Burt's Corp,Export,FLR025,Putaruru,Product 4,10,South Waikato,664.64,365.5520000000001,2990.879999999999
7305,SO - 0003571,2019-09-14,2019-09-25,Qualitest ,Wholesale,FLR025,Te Kuiti,Product 1,11,Waitomo,626.048,431.97312,2134.82368
7306,SO - 0005355,2019-09-14,2019-09-27,Mylan Corp,Wholesale,FLR025,Bay View,Product 2,10,Napier,3953.0,2213.6800000000003,17393.199999999997
7307,SO - 0006320,2019-09-14,2019-09-20,Weimei Corp,Distributor,FLR025,Bay View,Product 6,12,Napier,2399.94,1295.9676000000002,13247.6688
